school_id,year,school,charter,level,town,lat,long
6730005,2017,Swallow/Union School,0,Primary,Dunstable,42.6732404,-71.4825305
1170015,2017,Hadley Elementary,0,Primary,Hadley,42.3522381,-72.5863791
1170505,2017,Hopkins Academy,0,High,Hadley,42.3412499,-72.591554
1180005,2017,Halifax Elementary,0,Primary,Halifax,41.991011,-70.858136
6750007,2017,Bessie Buker Elementary,0,Primary,Wenham,42.6087676,-70.8852942
6750010,2017,Cutler School,0,Primary,South Hamilton,42.6208971,-70.8780758
6750310,2017,Miles River Middle,0,Middle,Hamilton,42.6299433,-70.8484037
6750015,2017,Winthrop School,0,Primary,South Hamilton,42.6128246,-70.8700651
4990305,2017,Hampden Charter School of Science East,1,High,Chicopee,42.1971,-72.5633071
6800005,2017,Green Meadows Elementary,0,Primary,Hampden,42.0669069,-72.4109986
6800030,2017,Soule Road,0,Primary,Wilbraham,42.0932324,-72.4548076
6800050,2017,Stony Hill School,0,Primary,Wilbraham,42.1228402,-72.4568433
6800305,2017,Thornton Burgess,0,Middle,Hampden,42.0643439,-72.4403308
6800310,2017,Wilbraham Middle,0,Middle,Wilbraham,42.1332895,-72.4577134
6830505,2017,Hampshire Regional High,0,High,Westhampton,42.3008335,-72.7699731
1210005,2017,Hancock Elementary,0,Primary,Hancock,42.5481144,-73.310852
1220004,2017,Cedar Elementary,0,Primary,Hanover,42.1285219,-70.8688492
1220305,2017,Hanover Middle,0,Middle,Hanover,42.1322107,-70.877697
1220015,2017,Sylvester,0,Primary,Hanover,42.1177927,-70.8405544
