School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Brookline - Heath,00460025,MATH,         283,79,         100,28,         183,51,          67,19,           8,2,         358,     516.5,          71.0,         287,97
Brookline - John D Runkle,00460045,ELA,         286,74,          57,15,         229,59,          88,23,          14,4,         388,     511.2,          75.0,         294,93
Brookline - John D Runkle,00460045,MATH,         290,74,          77,20,         213,54,          76,19,          25,6,         391,     512.3,          69.0,         292,93
Brookline - Lawrence,00460030,ELA,         293,73,          74,18,         219,54,         102,25,           7,2,         402,     510.0,          64.0,         307,89
Brookline - Lawrence,00460030,MATH,         286,72,          79,20,         207,52,          97,24,          17,4,         400,     511.5,          63.0,         307,91
Brookline - Michael Driscoll,00460020,ELA,         261,71,          66,18,         195,53,          93,25,          14,4,         368,     509.3,          69.0,         289,88
Brookline - Michael Driscoll,00460020,MATH,         278,76,          91,25,         187,51,          72,20,          17,5,         367,     514.2,          75.0,         289,96
Brookline - Pierce,00460040,ELA,         349,71,         102,21,         247,50,         131,27,          11,2,         491,     511.6,          71.0,         356,93
Brookline - Pierce,00460040,MATH,         364,74,         104,21,         260,53,         114,23,          14,3,         492,     512.4,          69.5,         358,93
Brookline - William H Lincoln,00460035,ELA,         240,67,          62,17,         178,50,          88,25,          28,8,         356,     510.0,          64.0,         283,89
Brookline - William H Lincoln,00460035,MATH,         248,69,          74,21,         174,49,          87,24,          23,6,         358,     511.6,          71.0,         284,91
Burlington - Fox Hill,00480007,ELA,          78,48,           5,3,          73,45,          78,48,           8,5,         164,     498.7,          39.0,         109,45
Burlington - Fox Hill,00480007,MATH,          86,52,          13,8,          73,44,          70,42,           9,5,         165,     501.8,          55.0,         111,61
Burlington - Francis Wyman Elementary,00480035,ELA,         116,48,           9,4,         107,44,         121,50,           6,2,         243,     499.5,          36.0,         158,49
Burlington - Francis Wyman Elementary,00480035,MATH,         149,62,          25,10,         124,51,          87,36,           6,2,         242,     504.2,          49.0,         158,70
Burlington - Marshall Simonds Middle,00480303,ELA,         306,38,          11,1,         295,37,         426,53,          68,9,         800,     494.1,          32.0,         762,27
Burlington - Marshall Simonds Middle,00480303,MATH,         386,48,          45,6,         341,43,         368,46,          48,6,         802,     499.3,          64.0,         764,49
Burlington - Memorial,00480015,ELA,          81,44,           1,1,          80,43,          92,49,          13,7,         186,     495.6,          47.0,         121,33
Burlington - Memorial,00480015,MATH,          87,47,          17,9,          70,38,          79,43,          19,10,         185,     498.0,          51.0,         121,44
Burlington - Pine Glen Elementary,00480020,ELA,          56,40,           3,2,          53,38,          73,53,          10,7,         139,     497.7,          18.0,          91,41
Burlington - Pine Glen Elementary,00480020,MATH,          75,54,          12,9,          63,46,          56,41,           7,5,         138,     503.0,          31.0,          89,66
Cambridge - Amigos School,00490006,ELA,         151,74,          39,19,         112,55,          47,23,           5,2,         203,     512.1,          58.0,         150,94
Cambridge - Amigos School,00490006,MATH,         131,64,          34,17,          97,48,          61,30,          12,6,         204,     508.1,          52.0,         148,84
Cambridge - Cambridge Street Upper School,00490305,ELA,         121,49,          26,11,          95,39,          98,40,          26,11,         245,     500.8,          50.0,         221,56
Cambridge - Cambridge Street Upper School,00490305,MATH,          89,36,          25,10,          64,26,         106,43,          49,20,         244,     494.3,          35.0,         219,30
Cambridge - Cambridgeport,00490007,ELA,          71,68,          25,24,          46,44,          30,29,           4,4,         105,     512.0,          75.0,          61,94
Cambridge - Cambridgeport,00490007,MATH,          59,56,          12,11,          47,44,          39,37,           8,8,         106,     502.1,          54.0,          61,62
Cambridge - Fletcher/Maynard Academy,00490090,ELA,          45,48,           7,7,          38,40,          32,34,          17,18,          94,     500.6,          50.0,          41,55
Cambridge - Fletcher/Maynard Academy,00490090,MATH,          41,44,           9,10,          32,34,          36,38,          17,18,          94,     500.1,          44.0,          41,53
Cambridge - Graham and Parks,00490080,ELA,          61,44,          14,10,          47,34,          62,44,          17,12,         140,     496.0,          41.5,          76,35
Cambridge - Graham and Parks,00490080,MATH,          70,50,          13,9,          57,41,          49,35,          20,14,         139,     499.7,          50.0,          74,52
Cambridge - Haggerty,00490020,ELA,          35,37,           3,3,          32,34,          55,59,           4,4,          94,     496.0,          52.0,          58,35
Cambridge - Haggerty,00490020,MATH,          30,32,           5,5,          25,27,          51,54,          13,14,          94,     492.7,          61.5,          58,26
Cambridge - John M Tobin,00490065,ELA,          55,69,           9,11,          46,58,          24,30,           1,1,          80,     508.4,          40.0,          49,84
Cambridge - John M Tobin,00490065,MATH,          49,62,           9,11,          40,51,          30,38,           0,0,          79,     508.1,          39.0,          49,84
Cambridge - Kennedy-Longfellow,00490040,ELA,          21,31,           3,4,          18,27,          36,54,          10,15,          67,     491.6,          42.0,          39,20
Cambridge - Kennedy-Longfellow,00490040,MATH,          19,28,           3,4,          16,24,          40,60,           8,12,          67,     491.9,          35.5,          38,23
Cambridge - King Open,00490035,ELA,          70,54,          13,10,          57,44,          44,34,          15,12,         129,     502.8,          60.0,          69,64
Cambridge - King Open,00490035,MATH,          61,47,          14,11,          47,36,          54,42,          14,11,         129,     501.5,          50.0,          69,60
Cambridge - Maria L. Baldwin,00490005,ELA,          66,55,          22,18,          44,37,          41,34,          12,10,         119,     504.2,          55.5,          74,69
Cambridge - Maria L. Baldwin,00490005,MATH,          65,55,          13,11,          52,44,          37,31,          17,14,         119,     501.7,          61.0,          74,61
